a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y
0.77772484293463,0.0436049452983061,0.707036963568868,0.345550129119247,0.101542591841479,0.100439030112766,5.43777883904809,0.0172860079508721,0.0582489037107739,0.192794070026424,0.35667431815811,0.00875329279329234,0.0148590136969456,0.0149241813311718,0.103262459491738,0.0984958120057727,0.138672284554925,0.0321941581275853,0.027446549525526,0.0296153109821555,0.0002769185585846,0.000119852930365482,0.000702928876881264,0.372915486774485,0.179722161980518
0.768465400557661,0.0503171655423616,0.699122454607341,0.341418713714472,0.1060726156115,0.101948983186569,5.39770587093726,0.0174915444114982,0.055962144806021,0.197167239652703,0.356046189539928,0.00913755266499407,0.0145741045735521,0.0147800074800407,0.101374827728635,0.100235458131931,0.137056927055526,0.0316165061466535,0.0255201728097495,0.0281272377270929,0.000268197690872415,0.00011661480717608,0.00261717709546786,0.370466117081665,0.186098449592968
0.768465400557661,0.0503171655423616,0.699122454607341,0.341418713714472,0.1060726156115,0.101948983186569,5.39770587093726,0.0174915444114982,0.055962144806021,0.197167239652703,0.356046189539928,0.00913755266499407,0.0145741045735521,0.0147800074800407,0.101374827728635,0.100235458131931,0.137056927055526,0.0316165061466535,0.0255201728097495,0.0281272377270929,0.000268197690872415,0.00011661480717608,0.00261717709546786,0.370466117081665,0.186098449592968
0.767255274636639,0.0475166370713208,0.692266879194078,0.344522146457588,0.107566208602497,0.102337210127769,5.49957723443649,0.0174291924092721,0.0556102015495887,0.198039485118555,0.352919911962581,0.00893174834620614,0.0145535803518019,0.0147657645100896,0.108383031629651,0.105182166916727,0.140154329359801,0.0318058856610309,0.0258755840338397,0.0283958510216574,0.000273679410187135,0.000116388763266229,0.00276330342876013,0.37114570871986,0.175119085170161
0.763216567512466,0.0462410464146816,0.68419803943443,0.35450838777622,0.113365728747396,0.104090983884553,5.67914607903919,0.0180179436437665,0.0537082077906989,0.198370177563184,0.350123738743663,0.00924353237859686,0.0146682875361428,0.0148327571010871,0.100640899377035,0.0995353236183012,0.134909043483324,0.0316469361199054,0.0260457772355221,0.0287772377988036,0.000283144440450319,0.000112894198898908,0.00171976445735819,0.367513333260318,0.177705679060525
0.76591769387957,0.0495868145544363,0.661162092100045,0.329669306465129,0.111124998648129,0.103750370136442,6.20306258139108,0.0174009475825065,0.0533070262104679,0.195300467800836,0.348284607075453,0.00949249026957566,0.0148208139715791,0.0149062994820288,0.109074742279562,0.10556028545602,0.139775034204922,0.0320841395552871,0.0269771124119437,0.029489906488038,0.00028384308733494,0.000117163569917995,0.000937800629748764,0.367748873340654,0.188797022373022
0.785050596569341,0.055101030229059,0.672221619044483,0.316836332928107,0.114442681416678,0.104361867192817,6.20096793025287,0.0179282988431379,0.0511619356611685,0.19296757355373,0.345097307364973,0.0100500969215098,0.0147590127905913,0.0148602565662547,0.107685379444745,0.102559503675947,0.141771656805301,0.0323750623105153,0.0279925059195554,0.0301246983555145,0.00029184470776823,0.000111105500809166,0.000387638963198623,0.35901863797062,0.174865209400528
0.783303113060326,0.0590035015168583,0.665296285669756,0.30405460387102,0.119149454924327,0.105056163811293,6.4577412228046,0.0181224422603124,0.0512211408149698,0.195449015106456,0.342761040912623,0.00964021371325053,0.0149747714444709,0.0149859999177379,0.101436832986742,0.0991838083781562,0.138780124020276,0.0327358361003216,0.0294166820889046,0.031058197076127,0.000288359791565565,0.000109239922843313,0.00154969463917718,0.353529998268943,0.184745401316096
0.798675846337469,0.0604284434451943,0.661047381367351,0.289438638102129,0.115609572744257,0.104751376302411,6.82078692091621,0.0177869451618998,0.0501197185116964,0.193535814467848,0.337412003382476,0.0100015466104777,0.0147400782081109,0.0148513339607802,0.111601027064899,0.107057705933301,0.142545155115541,0.0328681193156804,0.0293701292810611,0.0309882231473463,0.000291819989540074,0.000105885781680157,0.00180530030225507,0.349449953283827,0.191586667753687
0.789576278014042,0.0594425925344643,0.650768763367676,0.289332391811731,0.114181381150876,0.103934799099978,6.82802767902935,0.0176964105545931,0.048724387080635,0.191707409236473,0.334880360244587,0.00996667777981638,0.014835870000691,0.0149013968886038,0.110855539938958,0.106711540975787,0.141456703975721,0.0329625235881859,0.0299112030185184,0.0313583158767401,0.000291800579306329,0.000100466420989087,0.00286276199370412,0.346868288473007,0.189346552379602
0.791180081419244,0.0638001914330141,0.663612272050033,0.28277158588538,0.118489597898661,0.104565455634027,7.0632651905684,0.0178893081146772,0.0484944496274219,0.189613508376024,0.336136150991406,0.0100899063104913,0.0146777777920992,0.0147992213310166,0.107631591781136,0.103186347958996,0.13944326840303,0.0328118167231432,0.0296733582714723,0.0313148167811136,0.000295728414057744,0.000101251374131498,0.00228465299290625,0.345598718878996,0.197820101490075
0.796097610236198,0.0678206929573655,0.67735542085369,0.296912140883296,0.119552433669649,0.105105619091788,6.8843533768521,0.0179663384017855,0.0480625882111948,0.185234576914438,0.332116739656059,0.00990434639956964,0.0148465196905711,0.0148993621516785,0.101773734937545,0.0976920438742629,0.138459853430022,0.0330383932294833,0.0299752470277284,0.0316158103335496,0.000298237671109506,0.000104736624673597,0.00185488337401632,0.34382826992666,0.198190667377696
0.794166945572973,0.0675486638577846,0.694610843460944,0.293873246615523,0.120005060789163,0.105023892613004,6.6294696235462,0.0177947684980274,0.0484484410591208,0.187092857292401,0.329569184139046,0.00966412862718443,0.0142719264125873,0.0145358969378663,0.104721846802038,0.0989389162054791,0.136130358418376,0.0321015236822519,0.027606961698864,0.0303630266587944,0.000282892649365977,0.000114154520050184,0.000724867032975062,0.347690875671641,0.188993290892747
0.788716926510862,0.070371410489578,0.675904688204242,0.292947160271405,0.12177908983623,0.105450465604577,6.51747259577168,0.017799632084707,0.0490911234405992,0.187212313611417,0.331075862957168,0.00972988324763689,0.0144060285576816,0.0146385703315382,0.101407210733416,0.0960806738270613,0.132898921544101,0.0323981101392124,0.0284565878990982,0.030789386272023,0.000285028550632598,0.000113369932268678,0.00116399000346482,0.349831229765047,0.16285145678035
0.790604712340934,0.0673382860945036,0.661551897334894,0.292860763797133,0.12625685810239,0.105843514082458,6.70977008256409,0.0174542457269161,0.0490403343626191,0.187845023976603,0.333718099232572,0.00990696515329729,0.0147043116747682,0.014816454249077,0.103310880713937,0.0998192134893384,0.134111192400994,0.0321123014238633,0.027897782726398,0.0302964453760725,0.000281452710719377,0.000118415092836094,0.00227650666690739,0.352517142668588,0.174406414093468
0.790604712340934,0.0673382860945036,0.661551897334894,0.292860763797133,0.12625685810239,0.105843514082458,6.70977008256409,0.0174542457269161,0.0490403343626191,0.187845023976603,0.333718099232572,0.00990696515329729,0.0147043116747682,0.014816454249077,0.103310880713937,0.0998192134893384,0.134111192400994,0.0321123014238633,0.027897782726398,0.0302964453760725,0.000281452710719377,0.000118415092836094,0.00227650666690739,0.352517142668588,0.174406414093468
0.789962413893387,0.0795962618353725,0.666940649673815,0.271300230353483,0.13365478906846,0.108776103559116,7.13779291152445,0.0176818097011217,0.048037041179218,0.182911008574992,0.338278505033984,0.00968833759778026,0.0145073653896398,0.0147056218805652,0.10338084121773,0.0987683904352567,0.135641574750517,0.031363012769225,0.025875708308998,0.0289203084683226,0.000278826334083545,0.000115166644151866,0.0012232975161734,0.35879157363263,0.190643172629499
0.780280093492691,0.0836311098800467,0.670995054845915,0.271039758405662,0.136747300936612,0.109833515403228,7.39967789855786,0.0175764639494971,0.0487750465787834,0.181280735973993,0.335012949910595,0.00949381802112535,0.0143120894397802,0.014589709517126,0.105377422158976,0.0983967373507738,0.134651920263634,0.0309240556794085,0.0251334237331436,0.0284770212519169,0.000284967527229831,0.000112395601235837,0.00156142996907646,0.356955147582298,0.201736126307691
0.774030178122623,0.0875081511288537,0.668629736527455,0.260012648165578,0.133905837991264,0.109152158492892,7.4534480814019,0.017745065224772,0.0494825029537241,0.178244779897089,0.334428536104645,0.00977558737326016,0.0142386438231837,0.0145410581217159,0.105119233531377,0.0968944583495691,0.134479233677699,0.0307421502300548,0.0247811194715252,0.0281842394237031,0.000284947611399465,0.000115728407464225,0.00108135236055746,0.353497773509688,0.186868761542489
0.774370905357957,0.081728371225641,0.666575151510385,0.259307109312067,0.139473411806492,0.11141687195732,7.61286149620315,0.0177103453083681,0.0481878382374474,0.176086567351824,0.338692576020512,0.0101146669606242,0.0140007129058931,0.0143614495161108,0.103101572836401,0.0948053166450414,0.131980193389037,0.0308154998053163,0.0252024275512146,0.0286102510678468,0.000290417040536987,0.000118813828783153,0.00207731938245051,0.345533633085142,0.176755371404595
0.774370905357957,0.081728371225641,0.666575151510385,0.259307109312067,0.139473411806492,0.11141687195732,7.61286149620315,0.0177103453083681,0.0481878382374474,0.176086567351824,0.338692576020512,0.0101146669606242,0.0140007129058931,0.0143614495161108,0.103101572836401,0.0948053166450414,0.131980193389037,0.0308154998053163,0.0252024275512146,0.0286102510678468,0.000290417040536987,0.000118813828783153,0.00207731938245051,0.345533633085142,0.176755371404595
0.777106688847555,0.0790966576724764,0.6786624653772,0.250900052264286,0.140469387863842,0.110629508327121,7.49445107951185,0.0179064358396467,0.0481283384829328,0.176538166998343,0.335983026876218,0.0102657027469467,0.0137629535811868,0.0142271685862557,0.107734455906182,0.0977178493671784,0.13169399965621,0.0310253332223462,0.0261536742151486,0.0289883992525818,0.000294808307947689,0.000120301463035698,0.00265689023119774,0.340796899922503,0.17174738403665
0.777106688847555,0.0790966576724764,0.6786624653772,0.250900052264286,0.140469387863842,0.110629508327121,7.49445107951185,0.0179064358396467,0.0481283384829328,0.176538166998343,0.335983026876218,0.0102657027469467,0.0137629535811868,0.0142271685862557,0.107734455906182,0.0977178493671784,0.13169399965621,0.0310253332223462,0.0261536742151486,0.0289883992525818,0.000294808307947689,0.000120301463035698,0.00265689023119774,0.340796899922503,0.17174738403665
0.764086066074603,0.0850308672426923,0.671308305392364,0.259383018747404,0.144007942558922,0.111181651370907,7.8915304107538,0.0175475240642564,0.049580170501498,0.174664143717614,0.324713287670954,0.00996415670163825,0.0131708247809422,0.0138783018359506,0.104477777849184,0.094910755185967,0.132351085410779,0.0316363063404306,0.0276969348344602,0.0295342660576729,0.000292924974379508,0.000116026554750547,0.00156151341528606,0.338070647059523,0.164823366564661
0.764086066074603,0.0850308672426923,0.671308305392364,0.259383018747404,0.144007942558922,0.111181651370907,7.8915304107538,0.0175475240642564,0.049580170501498,0.174664143717614,0.324713287670954,0.00996415670163825,0.0131708247809422,0.0138783018359506,0.104477777849184,0.094910755185967,0.132351085410779,0.0316363063404306,0.0276969348344602,0.0295342660576729,0.000292924974379508,0.000116026554750547,0.00156151341528606,0.338070647059523,0.164823366564661
0.764086066074603,0.0850308672426923,0.671308305392364,0.259383018747404,0.144007942558922,0.111181651370907,7.8915304107538,0.0175475240642564,0.049580170501498,0.174664143717614,0.324713287670954,0.00996415670163825,0.0131708247809422,0.0138783018359506,0.104477777849184,0.094910755185967,0.132351085410779,0.0316363063404306,0.0276969348344602,0.0295342660576729,0.000292924974379508,0.000116026554750547,0.00156151341528606,0.338070647059523,0.164823366564661
0.759548563879568,0.0850851932972198,0.672367429519348,0.246597307172452,0.144104974550899,0.110065541330636,7.83396603695572,0.0176035175395826,0.0499318605176681,0.17678234510872,0.325354090788588,0.00969006878154268,0.0129581738513985,0.0137923724965314,0.101610180285918,0.0911512453408003,0.132546535399985,0.0318477337718744,0.0279895930989361,0.0298960547835812,0.000291653299250474,0.000119863161349885,0.000514644641994441,0.339115625191653,0.172237746513786
0.738886828749607,0.0929119683816953,0.650911570061867,0.250309143132802,0.147811883671862,0.112616454288679,7.82890221513596,0.0179599374112286,0.0475545318497337,0.185617173503314,0.32561659412784,0.009264289980705,0.0134585210665889,0.0141287881154181,0.107586024185085,0.0993902164530754,0.133343784070223,0.0328815586530494,0.0303981691441374,0.0316846267534851,0.00029177626614622,0.000108844747564852,0.00226252808089816,0.344878491618247,0.185766444954146
0.73191996612316,0.093558555762768,0.659398095378939,0.247597017625408,0.14436860662412,0.112833398967416,7.78534759642731,0.0181214206223581,0.0490025331078749,0.182740938088787,0.32234332952806,0.00943315077237723,0.0137091024695105,0.0142736844683473,0.112220553046632,0.104305825003281,0.134159768644013,0.0329079190727027,0.0303065413616603,0.0316814936699734,0.000296746441422992,0.000103493015581243,0.00215611237082393,0.342831547389295,0.183900989921223
0.73191996612316,0.093558555762768,0.659398095378939,0.247597017625408,0.14436860662412,0.112833398967416,7.78534759642731,0.0181214206223581,0.0490025331078749,0.182740938088787,0.32234332952806,0.00943315077237723,0.0137091024695105,0.0142736844683473,0.112220553046632,0.104305825003281,0.134159768644013,0.0329079190727027,0.0303065413616603,0.0316814936699734,0.000296746441422992,0.000103493015581243,0.00215611237082393,0.342831547389295,0.183900989921223
0.722246494292796,0.0944629659556176,0.645284606731701,0.232574130013846,0.150848369100105,0.112916136187892,8.04243879088759,0.018096871527384,0.048126120198959,0.183145747677217,0.318804683689287,0.00945912864127246,0.0138045448914708,0.0143360321143936,0.105516912957795,0.0967907062749649,0.133180078673543,0.0326663528306212,0.029670932896331,0.0313107479854892,0.000292257775903538,0.000102738213118465,0.00146929291681256,0.334979374955937,0.162102730992845
0.722246494292796,0.0944629659556176,0.645284606731701,0.232574130013846,0.150848369100105,0.112916136187892,8.04243879088759,0.018096871527384,0.048126120198959,0.183145747677217,0.318804683689287,0.00945912864127246,0.0138045448914708,0.0143360321143936,0.105516912957795,0.0967907062749649,0.133180078673543,0.0326663528306212,0.029670932896331,0.0313107479854892,0.000292257775903538,0.000102738213118465,0.00146929291681256,0.334979374955937,0.162102730992845
0.717250747458551,0.0971948053404396,0.657549115588669,0.243685667193853,0.146426078345354,0.111297768336969,7.81268175897979,0.0179075376644235,0.0487466961531864,0.18035458405437,0.31476152381102,0.00923289114038202,0.0134725296187749,0.0141927626181808,0.102080059021812,0.0898249081025048,0.130067086886751,0.0329162449749534,0.0306543866109716,0.0319757362541779,0.000293923114519215,0.000102548793013416,0.00182935930554989,0.33404019007604,0.159517668759494
0.717250747458551,0.0971948053404396,0.657549115588669,0.243685667193853,0.146426078345354,0.111297768336969,7.81268175897979,0.0179075376644235,0.0487466961531864,0.18035458405437,0.31476152381102,0.00923289114038202,0.0134725296187749,0.0141927626181808,0.102080059021812,0.0898249081025048,0.130067086886751,0.0329162449749534,0.0306543866109716,0.0319757362541779,0.000293923114519215,0.000102548793013416,0.00182935930554989,0.33404019007604,0.159517668759494
0.717250747458551,0.0971948053404396,0.657549115588669,0.243685667193853,0.146426078345354,0.111297768336969,7.81268175897979,0.0179075376644235,0.0487466961531864,0.18035458405437,0.31476152381102,0.00923289114038202,0.0134725296187749,0.0141927626181808,0.102080059021812,0.0898249081025048,0.130067086886751,0.0329162449749534,0.0306543866109716,0.0319757362541779,0.000293923114519215,0.000102548793013416,0.00182935930554989,0.33404019007604,0.159517668759494
0.726147369493804,0.0929724681651842,0.671518572849279,0.233614379187856,0.146654193965069,0.11232547568737,7.66919320739674,0.0185125093768289,0.0487821650436013,0.178608306191213,0.310371981086103,0.00892091912100023,0.0134269833421902,0.0142171539868601,0.0967308752251952,0.0853013865630716,0.125345954022781,0.0332356397231656,0.0320327577953178,0.0328443623641632,0.0002904122066641,0.000104927800326676,0.000988216565955367,0.336553918510696,0.158768579167037
0.726147369493804,0.0929724681651842,0.671518572849279,0.233614379187856,0.146654193965069,0.11232547568737,7.66919320739674,0.0185125093768289,0.0487821650436013,0.178608306191213,0.310371981086103,0.00892091912100023,0.0134269833421902,0.0142171539868601,0.0967308752251952,0.0853013865630716,0.125345954022781,0.0332356397231656,0.0320327577953178,0.0328443623641632,0.0002904122066641,0.000104927800326676,0.000988216565955367,0.336553918510696,0.158768579167037
0.718483677675318,0.0956560887391048,0.669622916285152,0.2364234413396,0.146672349105197,0.112466994995765,7.91025589525823,0.0185965458895572,0.0496438866723304,0.176184339853594,0.311950880105954,0.00865419369741263,0.0136900149852635,0.0143367115715847,0.0964268895693633,0.0874586080927518,0.124738428222941,0.0334790955361319,0.0326021583571471,0.0331838858751046,0.000289867682255796,0.000109946036279171,0.000584162285194275,0.333444257787701,0.164489278286138
0.707155117096072,0.0920029828715796,0.676519926118163,0.229037889903794,0.148752757290345,0.111468847542746,7.82771784625913,0.0187427066484295,0.0474076149974982,0.176823646073484,0.304788706633607,0.00840887100256549,0.0138915135619433,0.0144238275504543,0.101970925313412,0.0939349849952741,0.127907492053164,0.033288614953503,0.0320882434030585,0.0328630905950163,0.00028366199854339,0.00010462418936424,0.00160965274931981,0.341591379845813,0.176602185546097
0.71617923125265,0.0936169970777866,0.684296310607303,0.211939549065351,0.136653920841308,0.111828503637288,7.93038891826852,0.0191822857823105,0.0491544571688106,0.172944836710187,0.31653291430506,0.00859625953140468,0.0135922028255653,0.0142261942522522,0.103462117136472,0.09671947151231,0.129347574053791,0.0331936911838651,0.0316003221459969,0.0324833753954256,0.000287014091714583,0.000105580325154133,0.0018195065002653,0.349450366158935,0.203967860222281
0.717775705733272,0.0930274529917836,0.679397673208683,0.209978277706841,0.136254716226755,0.109831399186319,7.89533600026644,0.0191826935615436,0.050140523872301,0.167453780693396,0.313899483531118,0.00895112590843813,0.0139169507589713,0.0144115428573938,0.105236141818247,0.0963500250889824,0.131135407975835,0.0333398848186183,0.0320093945646792,0.032678775174038,0.000279652827689921,0.000110577312179141,0.000980974047381927,0.353172066873322,0.175770732741978
0.714690358691807,0.0976864523390789,0.680358821789134,0.209769787908637,0.135227455992547,0.109951596453179,7.97153184231981,0.0190696906440932,0.0508641392667403,0.166057527336405,0.307518448468287,0.00939940546388265,0.0143699912874269,0.014642350258754,0.109112148562312,0.101726269855574,0.134372615151029,0.0331320932516446,0.0311564918699435,0.032111970906565,0.000280557963639113,0.000109724095870663,0.00159869419941213,0.351153955767994,0.187955038774237
0.720880560474136,0.0981822761579363,0.672761395429105,0.239122968654427,0.131893232752675,0.109277427043913,8.13973843779205,0.0188937934136317,0.0506710513766596,0.165548421628063,0.311345811045113,0.00902975926997299,0.0147548563511588,0.0148441441176539,0.112901674339839,0.104684948497227,0.137590204553726,0.0327217432617473,0.0301789058299214,0.0316042025790205,0.00028511461656382,0.000117632208624035,0.000340597504148806,0.352318555585316,0.195149279040558
0.716775651604949,0.103527811126092,0.688083591722291,0.234402764449266,0.13561381316978,0.110056160531884,8.15736351218139,0.0186983518803629,0.0491383272608997,0.161253029699805,0.312090472972447,0.00936687724857583,0.0147412130415148,0.0148318499065051,0.108844855356688,0.103823402609761,0.133703913090755,0.0324466335884555,0.0289067760018345,0.0308324775691305,0.000268155826029296,0.000109602738883366,0.000618687657153064,0.364692126977588,0.192455752614628
0.730024878345826,0.100010234543631,0.663512523654488,0.22353168642291,0.13719652834116,0.109041418602093,7.64341772477799,0.0185606408177381,0.0521061213272859,0.1699500221053,0.330755324732586,0.00884331329872827,0.0144770586654505,0.0146823776592636,0.109961144759278,0.107297070801515,0.135055920917613,0.0320665144421395,0.0283876125429299,0.0304319188082854,0.000260456807812133,0.000116854724049725,0.00138018361612696,0.374347064875021,0.192691858387868
0.732058498199285,0.102834154785582,0.659937858479383,0.212707041989429,0.14078217715467,0.108904021096839,7.65623510623286,0.0186415803840232,0.0524362770009957,0.172904751943582,0.333335461476292,0.0089692165760432,0.0144446688926656,0.0146695221986323,0.109593562065699,0.108176881726083,0.137075915021987,0.032289665471638,0.0293381927778006,0.031135380295803,0.000255385939896946,0.000117851485597331,0.000568870196736321,0.370919870184505,0.175906312231423
0.737423866094216,0.105175558743137,0.650242214533221,0.211042898303815,0.139782950714378,0.109032991442382,7.52845070591314,0.0185190254794285,0.0518157189108824,0.172969390899299,0.333504016093558,0.00872184526467501,0.0143494334447484,0.0146144402588203,0.109984524182877,0.10791008639451,0.136175817563515,0.0320741577016273,0.0284963232181839,0.030639861279867,0.000251539973485615,0.00011829361978346,0.00171857448568744,0.375334697659045,0.169570053651886
0.747462204536041,0.105872956506253,0.663949119119306,0.222627728265403,0.143651253690661,0.10934020973979,7.72974919910735,0.0183570044382526,0.050598426277208,0.170474783042322,0.330261593347312,0.00857758991315718,0.0146505690494882,0.0147915533731752,0.11264066978172,0.112605232079492,0.140388447166841,0.0319857556169084,0.0280983685973532,0.030555184729486,0.000254577570424192,0.000121607538917446,0.000696961328405495,0.378551124530107,0.185135946520853
0.747462204536041,0.105872956506253,0.663949119119306,0.222627728265403,0.143651253690661,0.10934020973979,7.72974919910735,0.0183570044382526,0.050598426277208,0.170474783042322,0.330261593347312,0.00857758991315718,0.0146505690494882,0.0147915533731752,0.11264066978172,0.112605232079492,0.140388447166841,0.0319857556169084,0.0280983685973532,0.030555184729486,0.000254577570424192,0.000121607538917446,0.000696961328405495,0.378551124530107,0.185135946520853
0.742676037291902,0.108062783597386,0.666850374922096,0.224043451857242,0.146287083016306,0.10964997683229,7.75779763795139,0.0184405038893413,0.0483194950819067,0.172323910842126,0.334200158716042,0.00846638526026828,0.0144999219091839,0.0147083325042745,0.103858078326915,0.103405336431639,0.136970403792709,0.0311869331443231,0.0254900847631382,0.0285476667714123,0.0002529410893069,0.000113062748596678,0.00177351522756592,0.373451982583015,0.196093398606597
0.749936014861427,0.105642431493349,0.661956240667119,0.248323361284809,0.141601757789721,0.107248961588817,7.82512357082563,0.0189909441888131,0.0486791069313745,0.167976302711357,0.326734467512829,0.00869028875220597,0.0144733760084004,0.0147046843569012,0.104260974011805,0.10277530578433,0.136212344765016,0.0308206446241809,0.0251922410127832,0.0286342567755525,0.000261750088834204,0.000121600849514601,0.00100766078099475,0.374865444595524,0.185692124067128
0.736274115520984,0.109891429522446,0.641190482795966,0.254706847400325,0.136057682152145,0.105511312140887,7.83407382937776,0.0191190044851809,0.049554634575103,0.166535900435613,0.335467848891465,0.0086851838496656,0.0142175009707231,0.0145304249112147,0.105012339878661,0.103948819416538,0.13734949621596,0.0308309561375112,0.0250921663291249,0.0287891768130604,0.000256974559878857,0.000124462013252921,0.00121826060760498,0.381295537498674,0.191762166761648
0.728809139521096,0.112882667975878,0.648491303182321,0.253866816584426,0.138496924884456,0.106550062804841,7.61044717623772,0.01877206857061,0.0468561527326138,0.168024414979727,0.327050947950057,0.00865748823691714,0.0144070619996865,0.0146356763827105,0.0989094166453891,0.095204539746839,0.127973194647236,0.0304586344280156,0.0242758273412946,0.0273462826293083,0.000264034826010439,0.000131219651929415,0.000183116683649136,0.373773999482221,0.175763480076537
0.736256080268257,0.118843726351099,0.656143962153464,0.248321928561245,0.139112307318911,0.105546646036812,7.68224206421432,0.0186033601622941,0.044213258162666,0.166918895612925,0.331184132853756,0.00912574067595032,0.0143165454074629,0.0145975466879287,0.102333381943563,0.10203906425691,0.133025833839127,0.0302176948546188,0.0247202637157764,0.0274158220727738,0.000261250023962169,0.000135632235274696,0.000397598198111969,0.376341480247854,0.175162061665417
0.72671639089447,0.118563446090288,0.670181643510892,0.249768576349365,0.136011353120686,0.105742374194652,7.70462592697823,0.0185574602261173,0.0440006249196111,0.164523317992696,0.334353673679925,0.00887433012443974,0.0146121393216133,0.0147705031791137,0.103294426378454,0.102881309029955,0.132935899797911,0.0298621182554802,0.0240806580197239,0.0267282804216349,0.000262273482904692,0.000136142378653654,0.000232221124819679,0.37714102467764,0.170486560901734
